"gene","nint","nsig","z","npos","nneg","posfrac","enriched","posstrict","pos","negstrict","neg","allstrict","all","SA","SApos","SAneg","type","DAsign","SAsign","driver","canonical","oncogene","tsgene"
"SLC12A1",3,0,-0.417978327611541,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC12A2",40,8,4.20901005105626,7,1,0.875,1,1,3,1,4,2,7,2,1,1,"WCT","positive","both",0,0,0,0
"SLC12A3",4,0,-0.477071244746379,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"SLC12A4",14,1,0.437474854374539,1,0,1,0,0,5,1,3,1,8,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC12A5",3,0,-0.318752338713168,0,0,0,0,3,7,0,1,3,8,3,3,0,"WCT","negative","positive",1,0,0,0
"SLC12A6",11,1,0.946709385454735,1,0,1,0,0,4,1,1,1,5,1,0,1,"WCT","positive","negative",1,0,0,0
"SLC12A7",24,2,0.685879294124695,0,2,0,0,1,7,1,2,2,9,2,1,1,"WCT","negative","both",0,0,0,0
"SLC12A8",2,0,-0.272976425781161,0,0,0,0,2,9,0,1,2,10,2,2,0,"WCT","negative","positive",0,0,0,0
"SLC12A9",3,1,1.65381365382972,1,0,1,0,0,5,1,4,1,9,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC13A1",5,0,-0.437474854374538,0,0,0,0,0,0,1,1,1,1,1,0,1,"WCT","negative","negative",1,0,0,0
"SLC13A2",3,1,2.83642887336878,1,0,1,0,0,0,0,2,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"SLC13A3",2,0,-0.384618037126132,0,0,0,0,0,4,0,1,0,5,0,0,0,"WCT","negative","none",0,0,0,0
"SLC13A4",5,0,-0.490614426181902,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC13A5",2,0,-0.260177454235197,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"SLC14A1",4,0,-0.466172793254531,0,0,0,0,0,3,1,2,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC14A2",2,0,-0.417978327611541,0,0,0,0,0,2,0,1,0,3,0,0,0,"WCT","negative","none",0,0,0,0
"SLC15A1",17,0,-0.836313215979421,0,0,0,0,0,6,0,4,0,10,0,0,0,"WCT","negative","none",1,0,0,0
"SLC15A2",2,0,-0.33166247903554,0,0,0,0,0,2,1,4,1,6,1,0,1,"WCT","negative","negative",1,0,0,0
"SLC15A3",38,5,2.36887683045331,4,1,0.8,0,0,4,0,3,0,7,0,0,0,"WCT","positive","none",0,0,0,0
"SLC15A4",5,0,-0.54469922682745,0,0,0,0,0,9,1,0,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC16A1",42,3,0.579684956420876,0,3,0,0,3,11,0,2,3,13,3,3,0,"WCT","negative","positive",0,0,0,0
"SLC16A10",5,1,1.56454536457151,1,0,1,0,0,3,0,0,0,3,0,0,0,"WCT","positive","none",0,0,0,0
"SLC16A12",2,0,-0.272976425781162,0,0,0,0,0,0,1,3,1,3,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC16A13",3,0,-0.367423461417476,0,0,0,0,0,4,1,1,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC16A14",3,1,2.98496231131986,1,0,1,0,0,6,0,5,0,11,0,0,0,"WCT","positive","none",0,0,0,0
"SLC16A2",3,0,-0.417978327611541,0,0,0,0,1,5,1,3,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"SLC16A3",13,1,0.358020356508833,0,1,0,0,4,12,0,1,4,13,4,3,0,"WCT","negative","positive",0,0,0,0
"SLC16A5",2,0,-0.272976425781162,0,0,0,0,0,6,0,4,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"SLC16A6",2,1,3.3741665637606,0,1,0,0,0,2,0,6,0,8,0,0,0,"WCT","negative","none",0,0,0,0
"SLC16A7",9,0,-0.629642485343054,0,0,0,0,0,3,0,4,0,7,0,0,0,"WCT","negative","none",0,0,0,0
"SLC16A8",3,0,-0.481894409826699,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC16A9",3,1,2.7,1,0,1,0,0,1,2,5,2,6,2,0,2,"WCT","positive","negative",0,0,0,0
"SLC17A2",8,0,-0.583648148536704,0,0,0,0,0,0,1,1,1,1,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC17A6",9,0,-0.615210055446328,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC17A7",13,1,0.58171284196627,0,1,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC17A8",11,1,0.56914562163855,0,1,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC18A1",23,0,-1.15810336666496,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC18A2",24,1,-0.271935361671222,1,0,1,0,0,0,2,4,2,4,2,0,2,"WCT","positive","negative",0,0,0,0
"SLC18A3",15,1,0.354249852147434,1,0,1,0,1,1,0,0,1,1,1,1,0,"WCT","positive","positive",0,0,0,0
"SLC19A1",10,0,-0.728662967818724,0,0,0,0,3,9,0,1,3,10,3,3,0,"WCT","negative","positive",0,0,0,0
"SLC19A2",9,1,0.58171284196627,1,0,1,0,0,4,0,4,0,8,0,0,0,"WCT","positive","none",0,0,0,0
"SLC19A3",2,0,-0.429321159589381,0,0,0,0,1,6,0,2,1,8,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC1A1",40,2,-0.0333333333333332,2,0,1,0,0,4,1,5,1,9,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC1A2",18,2,1.1672717219677,0,2,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"SLC1A3",28,6,4.25334950520982,1,5,0.166666666666667,1,0,7,0,2,0,9,0,0,0,"WCT","negative","none",1,0,0,0
"SLC1A4",5,3,6.56658206375281,0,3,0,1,1,3,2,5,3,8,3,1,2,"WCT","negative","both",0,0,0,0
"SLC1A5",44,5,1.81773596483507,0,5,0,0,3,8,0,3,3,11,3,3,0,"WCT","negative","positive",0,0,0,0
"SLC1A6",13,0,-0.924642803484934,0,0,0,0,1,2,0,0,1,2,1,1,0,"WCT","negative","positive",1,0,0,0
"SLC1A7",12,2,1.96002375267916,2,0,1,0,0,1,0,1,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"SLC20A1",15,3,2.65609179010349,2,1,0.666666666666667,0,1,8,0,0,1,8,1,1,0,"WCT","mixed","positive",0,0,0,0
"SLC20A2",16,1,0.307358631146441,0,1,0,0,1,2,1,4,2,6,2,1,1,"WCT","negative","both",0,0,0,0
"SLC22A1",4,0,-0.469041575982343,0,0,0,0,0,1,1,0,1,1,1,0,1,"WCT","negative","negative",1,0,0,0
"SLC22A13",2,0,-0.294732582422451,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC22A15",2,0,-0.33166247903554,0,0,0,0,1,7,0,3,1,10,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC22A16",3,0,-0.388608992629535,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC22A18",9,0,-0.66755662212336,0,0,0,0,0,7,0,3,0,10,0,0,0,"WCT","negative","none",0,0,0,0
"SLC22A2",12,0,-0.697820827874628,0,0,0,0,0,0,2,0,2,0,2,0,2,"WCT","negative","negative",1,0,0,0
"SLC22A23",4,0,-0.546070298665234,0,0,0,0,1,6,2,2,3,8,3,1,2,"WCT","negative","both",0,0,0,0
"SLC22A3",3,1,4.33704968844029,0,1,0,0,2,4,1,2,3,6,3,2,1,"WCT","negative","both",0,0,0,0
"SLC22A4",17,1,0.297938119896852,1,0,1,0,1,4,2,2,3,6,3,1,2,"WCT","positive","both",0,0,0,0
"SLC22A5",5,1,1.37981923407731,0,1,0,0,0,2,3,3,3,5,3,0,2,"WCT","negative","negative",0,0,0,0
"SLC22A6",5,0,-0.515468488422986,0,0,0,0,0,0,1,0,1,0,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC22A8",4,0,-0.437474854374538,0,0,0,0,0,1,1,0,1,1,1,0,1,"WCT","negative","negative",1,0,0,0
"SLC22A9",8,1,1.14143593313244,0,1,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC23A1",4,0,-0.635897945572321,0,0,0,0,0,2,0,1,0,3,0,0,0,"WCT","negative","none",0,0,0,0
"SLC23A2",4,1,1.88371429121214,0,1,0,0,0,5,2,1,2,6,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC24A1",3,0,-0.453337251502422,0,0,0,0,1,4,1,3,2,7,2,1,1,"WCT","negative","both",0,0,0,0
"SLC24A2",2,0,-0.251379174478918,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC25A1",53,3,0.124553759484574,3,0,1,0,2,7,0,3,2,10,2,2,0,"WCT","positive","positive",0,0,0,0
"SLC25A10",44,4,1.23195087564961,1,3,0.25,0,0,5,0,4,0,9,0,0,0,"WCT","mixed","none",0,0,0,0
"SLC25A11",52,4,0.636653123310542,2,2,0.5,0,0,3,3,3,3,6,3,0,2,"WCT","mixed","negative",0,0,0,0
"SLC25A12",22,5,3.9315557721336,3,2,0.6,0,0,4,1,5,1,9,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC25A13",49,6,2.00171368900772,5,1,0.833333333333333,0,0,4,1,1,1,5,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC25A14",4,0,-0.500083500334584,0,0,0,0,1,3,1,3,2,6,2,1,1,"WCT","negative","both",0,0,0,0
"SLC25A15",11,0,-0.697820827874628,0,0,0,0,1,4,1,6,2,10,2,1,1,"WCT","negative","both",0,0,0,0
"SLC25A16",6,0,-0.490614426181902,0,0,0,0,0,5,0,7,0,12,0,0,0,"WCT","negative","none",0,0,0,0
"SLC25A17",14,0,-0.696562287385849,0,0,0,0,1,3,1,4,2,7,2,1,1,"WCT","negative","both",1,0,0,0
"SLC25A18",7,0,-0.615170122787056,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC25A19",18,1,0.176243507585132,0,1,0,0,3,5,0,3,3,8,3,3,0,"WCT","negative","positive",0,0,0,0
"SLC25A20",8,0,-0.791481067460842,0,0,0,0,0,4,1,3,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC25A22",30,6,3.16426087512601,3,3,0.5,0,1,9,0,1,1,10,1,1,0,"WCT","mixed","positive",0,0,0,0
"SLC25A23",10,1,0.731140288011044,1,0,1,0,0,2,3,6,3,8,3,0,2,"WCT","positive","negative",0,0,0,0
"SLC25A24",12,1,0.60092980065077,1,0,1,0,1,4,1,1,2,5,2,1,1,"WCT","positive","both",0,0,0,0
"SLC25A25",9,0,-0.683506465451502,0,0,0,0,1,3,2,3,3,6,3,1,2,"WCT","negative","both",0,0,0,0
"SLC25A26",3,1,1.80503028460971,0,1,0,0,0,3,1,2,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC25A28",5,0,-0.550533350826932,0,0,0,0,0,3,0,6,0,9,0,0,0,"WCT","negative","none",0,0,0,0
"SLC25A3",81,9,2.26254279181888,4,5,0.444444444444444,0,1,5,1,2,2,7,2,1,1,"WCT","mixed","both",0,0,0,0
"SLC25A30",8,0,-0.689444471704393,0,0,0,0,0,3,1,2,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC25A31",10,1,0.586976352045429,1,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"SLC25A32",6,1,1.20617974001282,1,0,1,0,1,8,1,2,2,10,2,1,1,"WCT","positive","both",0,0,0,0
"SLC25A33",6,0,-0.5,0,0,0,0,0,6,1,4,1,10,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC25A34",2,0,-0.349799300402099,0,0,0,0,0,0,1,2,1,2,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC25A36",3,0,-0.469980302359207,0,0,0,0,0,4,0,5,0,9,0,0,0,"WCT","negative","none",0,0,0,0
"SLC25A39",2,0,-0.251379174478918,0,0,0,0,3,6,0,2,3,8,3,3,0,"WCT","negative","positive",0,0,0,0
"SLC25A4",49,4,0.762921553560616,2,2,0.5,0,0,3,2,6,2,9,2,0,2,"WCT","mixed","negative",0,0,0,0
"SLC25A40",9,0,-0.741442376134988,0,0,0,0,0,5,1,3,1,8,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC25A41",23,3,1.65857718671211,3,0,1,0,0,0,0,0,0,0,0,0,0,"WCT","positive","none",0,0,0,0
"SLC25A43",5,2,2.81007483252583,0,2,0,0,1,11,0,1,1,12,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC25A46",37,4,1.42547466549849,2,2,0.5,0,0,5,1,1,1,6,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC25A5",107,14,3.90794471205901,9,5,0.642857142857143,0,1,5,2,3,3,8,3,1,2,"WCT","mixed","both",0,0,0,0
"SLC25A6",100,8,1.3668269258725,5,3,0.625,0,0,3,1,4,1,7,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC26A1",2,0,-0.417978327611541,0,0,0,0,0,3,2,6,2,9,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC26A2",9,1,0.957047853589049,0,1,0,0,0,5,0,3,0,8,0,0,0,"WCT","negative","none",0,0,0,0
"SLC26A3",2,0,-0.367423461417476,0,0,0,0,0,2,0,4,0,6,0,0,0,"WCT","negative","none",1,0,0,0
"SLC26A4",4,0,-0.413498259046567,0,0,0,0,0,1,0,1,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"SLC26A6",19,3,2.27631862337315,3,0,1,0,3,10,0,5,3,15,3,3,0,"WCT","positive","positive",0,0,0,0
"SLC26A7",2,0,-0.312909072914302,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC27A1",4,0,-0.515468488422985,0,0,0,0,0,4,1,5,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC27A2",15,1,0.172229269720087,1,0,1,0,0,2,1,7,1,9,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC27A3",9,0,-0.815176242471456,0,0,0,0,0,2,1,5,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC27A4",20,1,-0.0961890661593,1,0,1,0,0,4,1,2,1,6,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC27A6",10,1,0.796627506815691,1,0,1,0,0,1,1,0,1,1,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC29A1",18,2,1.14199683893207,0,2,0,0,1,6,0,2,1,8,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC29A2",6,1,1.166294946589,0,1,0,0,0,6,0,3,0,9,0,0,0,"WCT","negative","none",1,0,0,0
"SLC2A1",37,2,0.136650610735134,1,1,0.5,0,4,9,0,3,4,12,4,3,0,"WCT","mixed","positive",0,0,0,0
"SLC2A12",8,0,-0.759543596392033,0,0,0,0,0,3,0,2,0,5,0,0,0,"WCT","negative","none",0,0,0,0
"SLC2A14",8,1,1.02623192796816,0,1,0,0,1,4,0,1,1,5,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC2A2",3,0,-0.272976425781161,0,0,0,0,0,0,2,0,2,0,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC2A3",7,1,1.35,0,1,0,0,2,9,0,1,2,10,2,2,0,"WCT","negative","positive",0,0,0,0
"SLC2A4",11,3,3.25742979434772,3,0,1,0,0,0,0,1,0,1,0,0,0,"WCT","positive","none",0,0,0,0
"SLC2A5",3,0,-0.371759503180656,0,0,0,0,0,6,1,1,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC2A8",10,0,-0.842925132021036,0,0,0,0,1,2,4,5,5,7,5,1,2,"WCT","negative","both",0,0,0,0
"SLC2A9",3,0,-0.421423498826452,0,0,0,0,2,6,1,3,3,9,3,2,1,"WCT","negative","both",0,0,0,0
"SLC30A1",21,2,0.882351227868125,2,0,1,0,2,5,1,2,3,7,3,2,1,"WCT","positive","both",0,0,0,0
"SLC30A2",10,0,-0.785060115622304,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC30A4",8,2,2.5172740013393,1,1,0.5,0,0,4,1,4,1,8,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC30A5",21,1,-0.118419310143385,1,0,1,0,2,5,0,5,2,10,2,2,0,"WCT","positive","positive",0,0,0,0
"SLC30A6",13,0,-0.834344884841582,0,0,0,0,2,6,1,3,3,9,3,2,1,"WCT","negative","both",1,0,0,0
"SLC30A7",10,2,1.85163003524384,1,1,0.5,0,0,5,1,4,1,9,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC30A8",6,0,-0.544699226827451,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC30A9",19,3,2.07335831229238,3,0,1,0,0,3,2,3,2,6,2,0,2,"WCT","positive","negative",0,0,0,0
"SLC31A1",34,4,1.76534103144984,2,2,0.5,0,0,5,1,4,1,9,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC31A2",4,0,-0.390891374546905,0,0,0,0,0,4,2,2,2,6,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC32A1",6,0,-0.574456264653803,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC33A1",37,6,2.71220345201442,4,2,0.666666666666667,0,0,7,1,0,1,7,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC34A1",2,0,-0.367423461417476,0,0,0,0,0,0,1,0,1,0,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC34A2",4,0,-0.521515121523837,0,0,0,0,0,6,2,3,2,9,2,0,2,"WCT","negative","negative",1,1,0,1
"SLC35A1",10,1,1.03449503503053,0,1,0,0,1,9,0,3,1,12,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC35A2",5,0,-0.49749371855331,0,0,0,0,2,8,0,4,2,12,2,2,0,"WCT","negative","positive",0,0,0,0
"SLC35A3",5,0,-0.536627448918591,0,0,0,0,0,5,1,4,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC35A4",4,0,-0.450301104081868,0,0,0,0,2,6,2,3,4,9,4,2,2,"WCT","negative","both",0,0,0,0
"SLC35A5",6,0,-0.547982080171946,0,0,0,0,1,4,1,4,2,8,2,1,1,"WCT","negative","both",1,0,0,0
"SLC35B1",9,0,-0.572785115615816,0,0,0,0,1,5,2,0,3,5,3,1,2,"WCT","negative","both",0,0,0,0
"SLC35B2",17,1,0.252491575587021,1,0,1,0,1,8,0,2,1,10,1,1,0,"WCT","positive","positive",0,0,0,0
"SLC35B4",6,1,1.57341231659387,0,1,0,0,0,5,1,2,1,7,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC35C2",9,1,0.92050868792287,1,0,1,0,3,5,0,2,3,7,3,3,0,"WCT","positive","positive",0,0,0,0
"SLC35E1",9,0,-0.712271690335992,0,0,0,0,0,4,1,2,1,6,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC35F2",12,1,0.489918511336496,1,0,1,0,2,8,0,4,2,12,2,2,0,"WCT","positive","positive",0,0,0,0
"SLC35F5",3,0,-0.349799300402099,0,0,0,0,1,6,1,1,2,7,2,1,1,"WCT","negative","both",0,0,0,0
"SLC37A1",2,0,-0.367423461417476,0,0,0,0,1,6,0,3,1,9,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC37A3",5,0,-0.514927717913028,0,0,0,0,1,7,0,1,1,8,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC37A4",7,0,-0.48502322083842,0,0,0,0,2,5,1,5,3,10,3,2,1,"WCT","negative","both",0,0,0,0
"SLC38A1",20,0,-1.11905927868358,0,0,0,0,2,10,1,1,3,11,3,2,1,"WCT","negative","both",0,0,0,0
"SLC38A10",10,2,2.58530230404237,2,0,1,0,0,4,1,2,1,6,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC38A2",20,5,4.13755563087181,2,3,0.4,1,1,6,0,1,1,7,1,1,0,"WCT","mixed","positive",0,0,0,0
"SLC38A3",4,1,2.47061713840611,0,1,0,0,0,1,1,2,1,3,1,0,1,"WCT","negative","negative",1,0,0,0
"SLC38A5",5,0,-0.52982240920666,0,0,0,0,3,7,1,4,4,11,4,3,1,"WCT","negative","both",0,0,0,0
"SLC38A6",3,0,-0.336902337055378,0,0,0,0,1,9,0,0,1,9,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC38A7",12,1,0.457983917512805,0,1,0,0,1,9,0,1,1,10,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC38A9",12,0,-0.783141237289958,0,0,0,0,0,2,0,1,0,3,0,0,0,"WCT","negative","none",0,0,0,0
"SLC39A1",7,0,-0.521706030332839,0,0,0,0,3,9,0,2,3,11,3,3,0,"WCT","negative","positive",0,0,0,0
"SLC39A10",25,3,1.26586708981781,2,1,0.666666666666667,0,2,5,1,1,3,6,3,2,1,"WCT","mixed","both",0,0,0,0
"SLC39A11",11,0,-0.725669170270345,0,0,0,0,2,9,1,2,3,11,3,2,1,"WCT","negative","both",0,0,0,0
"SLC39A12",8,0,-0.605115182061765,0,0,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",1,0,0,0
"SLC39A13",3,1,1.99294100326179,0,1,0,0,2,9,1,1,3,10,3,2,1,"WCT","negative","both",0,0,0,0
"SLC39A14",15,2,1.50664041428436,1,1,0.5,0,1,8,0,3,1,11,1,1,0,"WCT","mixed","positive",0,0,0,0
"SLC39A2",8,1,1.07576032366536,1,0,1,0,0,1,0,1,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"SLC39A3",22,3,2.04702206599499,2,1,0.666666666666667,0,0,2,1,4,1,6,1,0,1,"WCT","mixed","negative",0,0,0,0
"SLC39A4",16,1,0.0505780538858875,1,0,1,0,0,7,0,2,0,9,0,0,0,"WCT","positive","none",0,0,0,0
"SLC39A5",6,1,1.77302331936807,1,0,1,0,0,0,1,3,1,3,1,0,1,"WCT","positive","negative",0,0,0,0
"SLC39A6",19,0,-0.920013563944295,0,0,0,0,0,4,0,4,0,8,0,0,0,"WCT","negative","none",0,0,0,0
"SLC39A7",37,5,2.37477049857215,3,2,0.6,0,2,6,1,0,3,6,3,2,1,"WCT","mixed","both",0,0,0,0
"SLC39A8",4,0,-0.371759503180656,0,0,0,0,1,9,2,4,3,13,3,1,2,"WCT","negative","both",0,0,0,0
"SLC39A9",27,1,-0.415727940022611,0,1,0,0,0,4,1,1,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC3A1",2,0,-0.33166247903554,0,0,0,0,0,3,2,2,2,5,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC3A2",65,8,2.37232973964942,2,6,0.25,0,1,6,0,2,1,8,1,1,0,"WCT","mixed","positive",0,0,0,0
"SLC40A1",4,0,-0.450301104081868,0,0,0,0,0,1,1,5,1,6,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC41A1",4,0,-0.506362397594688,0,0,0,0,1,4,1,1,2,5,2,1,1,"WCT","negative","both",0,0,0,0
"SLC41A2",6,0,-0.56497252557974,0,0,0,0,0,12,2,1,2,13,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC41A3",9,0,-0.710962923045653,0,0,0,0,2,3,2,1,4,4,4,2,2,"WCT","negative","both",0,0,0,0
"SLC43A1",3,0,-0.33166247903554,0,0,0,0,1,7,0,2,1,9,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC43A3",3,0,-0.417978327611541,0,0,0,0,1,8,0,1,1,9,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC44A1",7,3,4.31604570642582,2,1,0.666666666666667,1,1,7,1,1,2,8,2,1,1,"WCT","mixed","both",0,0,0,0
"SLC44A4",2,0,-0.293405788153095,0,0,0,0,0,3,1,7,1,10,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC44A5",3,0,-0.405148216977697,0,0,0,0,0,7,0,3,0,10,0,0,0,"WCT","negative","none",1,0,0,0
"SLC45A2",4,1,1.93264828272085,1,0,1,0,0,0,0,1,0,1,0,0,0,"WCT","positive","none",0,0,0,0
"SLC45A3",3,0,-0.367423461417477,0,0,0,0,0,4,1,2,1,6,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC45A4",2,2,6.30158710167527,0,2,0,1,0,5,1,4,1,9,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC47A1",4,1,2.05439195768224,1,0,1,0,0,3,2,5,2,8,2,0,2,"WCT","positive","negative",0,0,0,0
"SLC48A1",2,1,2.2798026230356,0,1,0,0,1,5,1,3,2,8,2,1,1,"WCT","negative","both",0,0,0,0
"SLC4A1",19,1,0.15018975339655,1,0,1,0,0,1,0,1,0,2,0,0,0,"WCT","positive","none",0,0,0,0
"SLC4A1AP",39,6,3.03172697007046,2,4,0.333333333333333,0,1,6,1,1,2,7,2,1,1,"WCT","mixed","both",0,0,0,0
"SLC4A2",17,1,0.118165840538406,1,0,1,0,1,3,1,2,2,5,2,1,1,"WCT","positive","both",1,0,0,0
"SLC4A3",3,0,-0.405148216977697,0,0,0,0,1,6,0,1,1,7,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC4A4",4,0,-0.421423498826452,0,0,0,0,0,2,2,1,2,3,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC4A5",2,0,-0.33166247903554,0,0,0,0,0,2,1,3,1,5,1,0,1,"WCT","negative","negative",1,0,0,0
"SLC4A7",40,4,1.62568685972154,3,1,0.75,0,1,4,0,3,1,7,1,1,0,"WCT","mixed","positive",0,0,0,0
"SLC4A8",7,0,-0.678120951096565,0,0,0,0,0,0,2,0,2,0,2,0,2,"WCT","negative","negative",0,0,0,0
"SLC5A11",3,0,-0.36467118699846,0,0,0,0,0,1,0,0,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC5A2",3,0,-0.388608992629535,0,0,0,0,1,1,0,0,1,1,1,1,0,"WCT","negative","positive",0,0,0,0
"SLC5A3",10,2,2.1627242166894,1,1,0.5,0,1,4,0,1,1,5,1,1,0,"WCT","mixed","positive",1,0,0,0
"SLC5A4",2,0,-0.260177454235197,0,0,0,0,0,0,0,2,0,2,0,0,0,"WCT","negative","none",0,0,0,0
"SLC5A5",3,1,2.69443871706149,1,0,1,0,0,3,0,2,0,5,0,0,0,"WCT","positive","none",0,0,0,0
"SLC5A6",13,2,1.75885543845183,1,1,0.5,0,0,9,0,2,0,11,0,0,0,"WCT","mixed","none",0,0,0,0
"SLC5A7",5,1,1.68715261074601,0,1,0,0,0,0,0,0,0,0,0,0,0,"WCT","negative","none",0,0,0,0
"SLC5A8",3,0,-0.318752338713168,0,0,0,0,0,1,3,1,3,2,3,0,2,"WCT","negative","negative",0,0,0,0
"SLC5A9",2,1,3.626686799664,1,0,1,0,0,0,0,1,0,1,0,0,0,"WCT","positive","none",0,0,0,0
"SLC6A1",7,0,-0.576569214369797,0,0,0,0,0,0,0,1,0,1,0,0,0,"WCT","negative","none",0,0,0,0
"SLC6A11",4,1,1.34039795085887,0,1,0,0,0,4,0,1,0,5,0,0,0,"WCT","negative","none",1,0,0,0
"SLC6A12",8,0,-0.667556622123361,0,0,0,0,0,2,1,3,1,5,1,0,1,"WCT","negative","negative",0,0,0,0
"SLC6A13",9,1,0.641272772874982,0,1,0,0,0,2,2,1,2,3,2,0,2,"WCT","negative","negative",0,0,0,0
